2021-01-25 09:36:01.450 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [6] datasource,primary datasource named [master]
2021-01-25 09:36:02.870 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5b55c3d6, org.springframework.security.web.context.SecurityContextPersistenceFilter@3d57fb9e, org.springframework.security.web.header.HeaderWriterFilter@6ffdbeef, org.springframework.security.web.authentication.logout.LogoutFilter@515940af, com.bob.identification.security.component.JwtAuthenticationTokenFilter@65cc5252, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3e489ac1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4fe4503a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6c8e5ac4, org.springframework.security.web.session.SessionManagementFilter@771cbd13, org.springframework.security.web.access.ExceptionTranslationFilter@29ea5e0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3adde4ea]
2021-01-25 09:36:03.130 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-01-25 09:36:03.190 [main] INFO  c.a.cloud.sentinel.SentinelWebAutoConfiguration - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
2021-01-25 09:36:03.671 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-01-25 09:36:03.818 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8085"]
2021-01-25 09:36:03.834 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8085 (http) with context path ''
2021-01-25 09:36:03.898 [main] INFO  c.b.identification.IdentificationPortalApplication - Started IdentificationPortalApplication in 6.137 seconds (JVM running for 7.466)
2021-01-25 09:41:15.633 [http-nio-8085-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-01-25 09:41:15.634 [http-nio-8085-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-01-25 09:41:15.635 [http-nio-8085-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2021-01-25 09:41:15.939 [http-nio-8085-exec-1] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:16.542 [http-nio-8085-exec-1] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538875938,"spendTime":572}
2021-01-25 09:41:18.100 [http-nio-8085-exec-2] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:18.149 [http-nio-8085-exec-2] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538878100,"spendTime":48}
2021-01-25 09:41:18.563 [http-nio-8085-exec-3] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:18.575 [http-nio-8085-exec-3] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538878563,"spendTime":11}
2021-01-25 09:41:18.883 [http-nio-8085-exec-4] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:18.894 [http-nio-8085-exec-4] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538878883,"spendTime":11}
2021-01-25 09:41:19.123 [http-nio-8085-exec-5] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:19.135 [http-nio-8085-exec-5] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538879123,"spendTime":12}
2021-01-25 09:41:19.331 [http-nio-8085-exec-6] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:19.342 [http-nio-8085-exec-6] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538879331,"spendTime":10}
2021-01-25 09:41:19.523 [http-nio-8085-exec-7] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:19.534 [http-nio-8085-exec-7] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538879523,"spendTime":10}
2021-01-25 09:41:19.731 [http-nio-8085-exec-8] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:19.742 [http-nio-8085-exec-8] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538879731,"spendTime":10}
2021-01-25 09:41:50.019 [http-nio-8085-exec-9] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:50.029 [http-nio-8085-exec-9] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538910019,"spendTime":9}
2021-01-25 09:41:51.467 [http-nio-8085-exec-4] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:51.476 [http-nio-8085-exec-4] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538911467,"spendTime":9}
2021-01-25 09:41:52.219 [http-nio-8085-exec-7] INFO  com.bob.identification.component.VisitAspect - 访问用户IP地址：0:0:0:0:0:0:0:1
2021-01-25 09:41:52.230 [http-nio-8085-exec-7] INFO  com.bob.identification.common.log.WebLogAspect - {"method":"GET","description":"查询","uri":"/home/query","url":"http://localhost:8085/home/query","result":{"code":200,"data":"Due to system problem, this code 123456789123456 cannot be verified at the moment, please contact us via weisheda-laikou@foxmail.com for further assistance, thank you.","message":"操作成功"},"basePath":"http://localhost:8085","parameter":{"":"123456789123456"},"startTime":1611538912219,"spendTime":10}
2021-01-25 09:44:47.819 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-01-25 09:44:47.820 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2021-01-25 09:44:48.039 [SpringContextShutdownHook] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource start closing ....
2021-01-25 09:44:48.039 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_4 - Shutdown initiated...
2021-01-25 09:44:48.051 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_4 - Shutdown completed.
2021-01-25 09:44:48.051 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_5 - Shutdown initiated...
2021-01-25 09:44:48.059 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_5 - Shutdown completed.
2021-01-25 09:44:48.059 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_2 - Shutdown initiated...
2021-01-25 09:44:48.062 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_2 - Shutdown completed.
2021-01-25 09:44:48.063 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_3 - Shutdown initiated...
2021-01-25 09:44:48.067 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_3 - Shutdown completed.
2021-01-25 09:44:48.067 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - master - Shutdown initiated...
2021-01-25 09:44:48.069 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - master - Shutdown completed.
2021-01-25 09:44:48.069 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_1 - Shutdown initiated...
2021-01-25 09:44:48.072 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - slave_1 - Shutdown completed.
2021-01-25 09:44:48.072 [SpringContextShutdownHook] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
